filename,frame_number,original_width,original_height,output_width,output_height,timestamp,file_size
frame_000108.jpg,108,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000109.jpg,109,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000110.jpg,110,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000111.jpg,111,960,720,512,512,2025-09-01T04:24:34.319Z,64521
frame_000112.jpg,112,960,720,512,512,2025-09-01T04:24:34.319Z,64521
frame_000113.jpg,113,960,720,512,512,2025-09-01T04:24:34.319Z,64267
frame_000114.jpg,114,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000115.jpg,115,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000116.jpg,116,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000117.jpg,117,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000118.jpg,118,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000119.jpg,119,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000120.jpg,120,960,720,512,512,2025-09-01T04:24:34.319Z,64811
frame_000121.jpg,121,960,720,512,512,2025-09-01T04:24:34.319Z,65972
frame_000122.jpg,122,960,720,512,512,2025-09-01T04:24:34.319Z,65972
frame_000123.jpg,123,960,720,512,512,2025-09-01T04:24:34.319Z,65972
frame_000132.jpg,132,960,720,512,512,2025-09-01T04:24:34.319Z,65591
frame_000133.jpg,133,960,720,512,512,2025-09-01T04:24:34.319Z,65591
frame_000134.jpg,134,960,720,512,512,2025-09-01T04:24:34.319Z,65591
frame_000135.jpg,135,960,720,512,512,2025-09-01T04:24:34.319Z,65787
frame_000136.jpg,136,960,720,512,512,2025-09-01T04:24:34.319Z,65787
frame_000137.jpg,137,960,720,512,512,2025-09-01T04:24:34.319Z,65787
frame_000138.jpg,138,960,720,512,512,2025-09-01T04:24:34.319Z,65787
frame_000139.jpg,139,960,720,512,512,2025-09-01T04:24:34.319Z,65139
frame_000140.jpg,140,960,720,512,512,2025-09-01T04:24:34.319Z,65139
frame_000141.jpg,141,960,720,512,512,2025-09-01T04:24:34.319Z,65139
frame_000142.jpg,142,960,720,512,512,2025-09-01T04:24:34.319Z,65139
frame_000143.jpg,143,960,720,512,512,2025-09-01T04:24:34.319Z,64476
frame_000144.jpg,144,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000145.jpg,145,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000146.jpg,146,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000147.jpg,147,960,720,512,512,2025-09-01T04:24:34.319Z,64521
frame_000148.jpg,148,960,720,512,512,2025-09-01T04:24:34.319Z,64267
frame_000149.jpg,149,960,720,512,512,2025-09-01T04:24:34.319Z,64267
frame_000150.jpg,150,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000151.jpg,151,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000152.jpg,152,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000153.jpg,153,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000154.jpg,154,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000155.jpg,155,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000156.jpg,156,960,720,512,512,2025-09-01T04:24:34.319Z,63522
frame_000157.jpg,157,960,720,512,512,2025-09-01T04:24:34.319Z,63522
frame_000158.jpg,158,960,720,512,512,2025-09-01T04:24:34.319Z,63522
frame_000159.jpg,159,960,720,512,512,2025-09-01T04:24:34.319Z,64267
frame_000160.jpg,160,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000161.jpg,161,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000168.jpg,168,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000169.jpg,169,960,720,512,512,2025-09-01T04:24:34.319Z,63423
frame_000170.jpg,170,960,720,512,512,2025-09-01T04:24:34.319Z,64521
frame_000171.jpg,171,960,720,512,512,2025-09-01T04:24:34.319Z,64267
frame_000172.jpg,172,960,720,512,512,2025-09-01T04:24:34.319Z,64267
frame_000173.jpg,173,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000174.jpg,174,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000175.jpg,175,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000176.jpg,176,960,720,512,512,2025-09-01T04:24:34.319Z,65288
frame_000177.jpg,177,960,720,512,512,2025-09-01T04:24:34.319Z,65598
frame_000178.jpg,178,960,720,512,512,2025-09-01T04:24:34.319Z,65598
